Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
40,Female,"10,000–20,000",Homemaker,Downtown,Monthly,207,"Sunscreens, Moisturizers","Social Media Influencers, Price, Product Reviews","Wrinkles, Acne",Often,Micro,TikTok,Story,Morning,Yes,313,Neutral,"Price Too High, Too Many Promotions, No Visible Results",More than 20,Maybe,No,YouTube,4,Donna Beauty
22,Female,"35,000 and above",Working Professional,Deira,Monthly,88,"Serums, Anti-aging Products, Sunscreens, Face Masks","Price, Product Reviews","Dryness, Wrinkles",Often,Macro,Instagram,Short Reels,Afternoon,Yes,81,Likely,"Not Suitable for My Skin, Lack of Trust",None,Maybe,Yes,TikTok,3,Brittany Beauty
28,Female,"10,000–20,000",Student,Bur Dubai,Monthly,244,"Sunscreens, Face Masks, Anti-aging Products, Moisturizers","Packaging, Brand, Price","Acne, Oily Skin, Dark Spots, Wrinkles",Often,Macro,Instagram,Static Image Post,Afternoon,Yes,204,Very Unlikely,"Too Many Promotions, No Visible Results",None,Yes,Depends on brand & value,YouTube,5,Katie Beauty
26,Male,"35,000 and above",Working Professional,Deira,Rarely,286,"Moisturizers, Cleansers, Serums","Friends & Family, Product Reviews, Social Media Influencers","Wrinkles, Dryness, Uneven Tone",Rarely,Macro,Instagram,Short Reels,Afternoon,No,265,Unlikely,Not Suitable for My Skin,None,Maybe,Depends on brand & value,YouTube,4,Lori Beauty
41,Male,"20,000–35,000",Working Professional,Dubai Marina,Quarterly,82,"Serums, Moisturizers","Friends & Family, Brand, Price","Dryness, Wrinkles",Always,Macro,YouTube,Full-Length Video,Evening,No,340,Neutral,No Visible Results,11–20,Maybe,Depends on brand & value,Instagram,5,Derek Beauty
31,Female,"10,000–20,000",Working Professional,Downtown,Rarely,460,"Anti-aging Products, Moisturizers","Product Reviews, Price, Social Media Influencers",Dark Spots,Often,Celebrity,YouTube,Story,Evening,No,213,Likely,No Visible Results,6–10,Maybe,No,TikTok,4,Brandon Beauty
38,Female,"5,000–10,000",Working Professional,Jumeirah,Monthly,65,"Moisturizers, Serums, Anti-aging Products, Cleansers","Product Reviews, Dermatologist Recommendations, Social Media Influencers","Oily Skin, Wrinkles, Dark Spots",Sometimes,Celebrity,Instagram,Short Reels,Evening,No,109,Likely,"Too Many Promotions, Not Suitable for My Skin",None,Maybe,Depends on brand & value,TikTok,5,Megan Beauty
18,Male,"35,000 and above",Working Professional,Dubai Marina,Quarterly,72,"Anti-aging Products, Sunscreens, Serums","Dermatologist Recommendations, Social Media Influencers, Price","Dryness, Dark Spots, Oily Skin, Wrinkles",Often,Micro,Facebook,Static Image Post,Morning,Yes,296,Neutral,Not Suitable for My Skin,6–10,No,No,YouTube,4,Alice Beauty
32,Female,"5,000–10,000",Unemployed,Dubai Marina,Weekly,70,"Serums, Moisturizers","Social Media Influencers, Packaging","Oily Skin, Dark Spots",Rarely,None,Instagram,Short Reels,Afternoon,Yes,202,Likely,"Not Suitable for My Skin, Price Too High",1–5,No,Depends on brand & value,Instagram,4,Amber Beauty
37,Male,"10,000–20,000",Student,Jumeirah,Weekly,274,"Sunscreens, Cleansers","Brand, Packaging","Acne, Oily Skin, Uneven Tone, Dark Spots",Sometimes,None,Facebook,Story,Morning,Yes,160,Neutral,Too Many Promotions,None,Maybe,Yes,Instagram,5,Richard Beauty
30,Female,"35,000 and above",Working Professional,Other,Quarterly,156,"Sunscreens, Cleansers","Brand, Packaging","Wrinkles, Dark Spots, Uneven Tone, Acne",Rarely,None,YouTube,Short Reels,Morning,Yes,203,Very Likely,"Not Suitable for My Skin, Price Too High, Too Many Promotions",More than 20,No,No,Instagram,4,Wayne Beauty
38,Female,"Below 5,000",Working Professional,Other,Monthly,66,"Cleansers, Moisturizers, Sunscreens, Face Masks","Friends & Family, Brand, Dermatologist Recommendations","Acne, Dark Spots",Often,Macro,Facebook,Short Reels,Afternoon,Yes,236,Unlikely,"Not Suitable for My Skin, Too Many Promotions",11–20,No,Depends on brand & value,TikTok,4,Teresa Beauty
25,Female,"10,000–20,000",Business Owner,Other,Monthly,108,"Anti-aging Products, Face Masks","Packaging, Social Media Influencers","Acne, Dryness, Wrinkles, Oily Skin",Sometimes,Micro,Instagram,Full-Length Video,Evening,Yes,204,Very Likely,"Not Suitable for My Skin, Price Too High",6–10,Maybe,No,YouTube,3,Patricia Beauty
41,Male,"10,000–20,000",Working Professional,Other,Monthly,145,"Cleansers, Anti-aging Products, Moisturizers","Friends & Family, Price, Product Reviews","Dark Spots, Dryness, Oily Skin",Sometimes,Micro,Instagram,Short Reels,Morning,Yes,84,Very Likely,"Price Too High, Too Many Promotions",None,Yes,Depends on brand & value,YouTube,4,Jesus Beauty
48,Female,"20,000–35,000",Working Professional,Deira,Monthly,58,"Sunscreens, Moisturizers","Brand, Price","Uneven Tone, Acne, Dryness",Sometimes,Mega,Instagram,Short Reels,Morning,No,317,Very Likely,No Visible Results,6–10,Yes,Depends on brand & value,YouTube,4,Nancy Beauty
27,Female,"35,000 and above",Homemaker,Deira,Monthly,264,"Sunscreens, Moisturizers","Friends & Family, Brand, Price","Dryness, Wrinkles, Acne",Often,Macro,TikTok,Story,Afternoon,Yes,345,Neutral,"Not Suitable for My Skin, Price Too High, Lack of Trust",More than 20,Maybe,No,TikTok,3,Curtis Beauty
26,Prefer not to say,"35,000 and above",Student,Downtown,Monthly,212,"Face Masks, Moisturizers, Anti-aging Products","Brand, Social Media Influencers, Friends & Family","Acne, Dryness, Wrinkles",Sometimes,Macro,YouTube,Story,Morning,Yes,298,Neutral,"Price Too High, Too Many Promotions",1–5,No,No,Instagram,2,Deanna Beauty
41,Female,"5,000–10,000",Student,Dubai Marina,Monthly,120,"Cleansers, Moisturizers","Dermatologist Recommendations, Price, Social Media Influencers","Dryness, Uneven Tone, Wrinkles",Sometimes,Macro,Snapchat,Static Image Post,Late Night,No,164,Neutral,"No Visible Results, Price Too High",6–10,No,Depends on brand & value,TikTok,4,Wendy Beauty
42,Male,"20,000–35,000",Homemaker,Dubai Marina,Monthly,391,"Cleansers, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Product Reviews","Uneven Tone, Dark Spots, Dryness",Sometimes,None,YouTube,Story,Afternoon,No,234,Very Likely,"Lack of Trust, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,TikTok,5,Samantha Beauty
25,Female,"5,000–10,000",Unemployed,Jumeirah,Monthly,104,"Anti-aging Products, Cleansers, Sunscreens","Friends & Family, Social Media Influencers, Packaging","Uneven Tone, Wrinkles, Oily Skin, Dark Spots",Always,Macro,TikTok,Short Reels,Late Night,Yes,249,Unlikely,"Lack of Trust, Price Too High",1–5,Yes,No,TikTok,4,Laura Beauty
26,Female,"35,000 and above",Student,Deira,Monthly,464,"Sunscreens, Serums","Dermatologist Recommendations, Brand","Acne, Wrinkles",Sometimes,None,Instagram,Short Reels,Late Night,Yes,294,Likely,"Too Many Promotions, No Visible Results, Lack of Trust",11–20,Yes,Depends on brand & value,YouTube,3,Donna Beauty
27,Female,"35,000 and above",Homemaker,Downtown,Monthly,160,"Sunscreens, Anti-aging Products","Packaging, Brand, Price",Acne,Rarely,Macro,Instagram,Short Reels,Evening,Yes,300,Very Likely,"No Visible Results, Price Too High, Too Many Promotions",6–10,Maybe,Yes,YouTube,4,Christina Beauty
19,Female,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,150,"Moisturizers, Face Masks, Serums, Sunscreens","Brand, Packaging",Wrinkles,Often,Micro,Instagram,Full-Length Video,Morning,Yes,194,Likely,"Price Too High, Not Suitable for My Skin",1–5,No,Depends on brand & value,TikTok,2,Tammy Beauty
22,Male,"10,000–20,000",Working Professional,Bur Dubai,Monthly,68,"Cleansers, Moisturizers","Packaging, Social Media Influencers, Friends & Family",Acne,Often,Macro,Instagram,Static Image Post,Afternoon,Yes,256,Neutral,"No Visible Results, Not Suitable for My Skin",6–10,Yes,Depends on brand & value,TikTok,4,Judith Beauty
21,Female,"35,000 and above",Working Professional,Dubai Marina,Quarterly,263,"Moisturizers, Anti-aging Products","Product Reviews, Packaging","Acne, Oily Skin, Uneven Tone",Rarely,Macro,Instagram,Story,Evening,Yes,284,Likely,"Too Many Promotions, Price Too High, Not Suitable for My Skin",6–10,Maybe,Yes,YouTube,3,Cynthia Beauty
23,Female,"35,000 and above",Working Professional,Bur Dubai,Monthly,105,"Serums, Sunscreens, Face Masks, Anti-aging Products","Friends & Family, Packaging, Dermatologist Recommendations","Dark Spots, Wrinkles, Dryness, Acne",Sometimes,Macro,Instagram,Full-Length Video,Late Night,Yes,359,Very Likely,"Lack of Trust, Too Many Promotions, No Visible Results",1–5,No,Depends on brand & value,YouTube,3,John Beauty
29,Female,"35,000 and above",Working Professional,Other,Weekly,67,"Anti-aging Products, Moisturizers, Cleansers","Price, Product Reviews, Friends & Family",Oily Skin,Sometimes,Celebrity,Instagram,Short Reels,Late Night,No,302,Very Likely,"No Visible Results, Price Too High",More than 20,No,No,YouTube,3,Timothy Beauty
31,Male,"20,000–35,000",Homemaker,Downtown,Weekly,51,"Face Masks, Moisturizers, Sunscreens, Cleansers","Price, Product Reviews","Dark Spots, Dryness",Sometimes,Micro,Snapchat,Short Reels,Evening,Yes,309,Unlikely,"No Visible Results, Too Many Promotions",11–20,No,Depends on brand & value,TikTok,3,Alicia Beauty
42,Female,"Below 5,000",Student,Deira,Weekly,132,"Moisturizers, Cleansers, Sunscreens","Price, Social Media Influencers, Brand","Dark Spots, Oily Skin, Acne, Dryness",Sometimes,Macro,Instagram,Story,Evening,No,256,Very Likely,"Price Too High, Lack of Trust, No Visible Results",6–10,Yes,Yes,Instagram,2,Mark Beauty
22,Male,"10,000–20,000",Student,Bur Dubai,Quarterly,124,"Face Masks, Anti-aging Products","Price, Product Reviews","Dark Spots, Acne, Oily Skin, Wrinkles",Sometimes,Mega,Facebook,Static Image Post,Evening,No,355,Very Likely,Not Suitable for My Skin,6–10,Maybe,No,TikTok,3,Steve Beauty
37,Female,"5,000–10,000",Unemployed,Downtown,Weekly,177,"Moisturizers, Cleansers, Serums","Packaging, Brand",Oily Skin,Sometimes,Macro,Facebook,Static Image Post,Evening,No,280,Very Unlikely,No Visible Results,None,No,No,YouTube,4,Wendy Beauty
28,Prefer not to say,"35,000 and above",Working Professional,Bur Dubai,Monthly,270,"Face Masks, Cleansers, Moisturizers, Sunscreens","Product Reviews, Price, Dermatologist Recommendations","Oily Skin, Uneven Tone",Often,Micro,TikTok,Full-Length Video,Morning,Yes,185,Very Likely,Lack of Trust,11–20,Yes,No,YouTube,4,Aaron Beauty
29,Male,"5,000–10,000",Student,Bur Dubai,Monthly,58,"Anti-aging Products, Face Masks, Sunscreens","Friends & Family, Packaging, Social Media Influencers","Acne, Dark Spots",Sometimes,None,Instagram,Full-Length Video,Afternoon,Yes,355,Neutral,"No Visible Results, Price Too High",1–5,No,Depends on brand & value,Instagram,3,Jake Beauty
35,Female,"35,000 and above",Unemployed,Downtown,Quarterly,181,"Face Masks, Serums, Moisturizers","Dermatologist Recommendations, Friends & Family, Social Media Influencers","Dryness, Acne, Wrinkles, Uneven Tone",Sometimes,Macro,TikTok,Static Image Post,Evening,Yes,302,Very Likely,"Too Many Promotions, Lack of Trust, No Visible Results",6–10,Yes,Depends on brand & value,Instagram,5,Hayden Beauty
21,Female,"10,000–20,000",Homemaker,Downtown,Rarely,70,"Anti-aging Products, Sunscreens, Serums","Friends & Family, Brand","Uneven Tone, Wrinkles",Often,Macro,YouTube,Short Reels,Morning,Yes,216,Very Likely,Lack of Trust,6–10,Maybe,No,TikTok,2,Ashley Beauty
33,Female,"10,000–20,000",Working Professional,Deira,Quarterly,245,"Serums, Anti-aging Products, Sunscreens, Face Masks","Dermatologist Recommendations, Product Reviews","Oily Skin, Acne, Uneven Tone",Always,Macro,Snapchat,Static Image Post,Afternoon,Yes,214,Very Likely,"Price Too High, Too Many Promotions",6–10,No,Yes,YouTube,4,Nicholas Beauty
31,Female,"35,000 and above",Student,Dubai Marina,Weekly,220,"Anti-aging Products, Face Masks, Cleansers","Dermatologist Recommendations, Social Media Influencers",Dark Spots,Sometimes,Macro,Instagram,Short Reels,Afternoon,Yes,272,Neutral,Too Many Promotions,11–20,Yes,Depends on brand & value,TikTok,2,Paul Beauty
33,Female,"20,000–35,000",Working Professional,Downtown,Rarely,127,"Moisturizers, Anti-aging Products","Brand, Packaging, Product Reviews","Dryness, Acne",Sometimes,None,Facebook,Story,Afternoon,No,284,Likely,Too Many Promotions,1–5,No,Depends on brand & value,TikTok,2,Michael Beauty
32,Male,"10,000–20,000",Student,Downtown,Rarely,173,"Moisturizers, Serums, Anti-aging Products","Product Reviews, Social Media Influencers","Dark Spots, Uneven Tone, Acne, Wrinkles",Sometimes,Macro,YouTube,Short Reels,Afternoon,Yes,264,Very Likely,"Price Too High, Lack of Trust, Too Many Promotions",1–5,Yes,Depends on brand & value,Instagram,4,Erik Beauty
49,Male,"5,000–10,000",Working Professional,Jumeirah,Quarterly,87,"Serums, Anti-aging Products, Moisturizers","Packaging, Product Reviews, Friends & Family","Uneven Tone, Dark Spots, Wrinkles, Acne",Often,Macro,Instagram,Story,Late Night,No,273,Neutral,"No Visible Results, Too Many Promotions",6–10,No,Yes,Instagram,4,John Beauty
24,Female,"5,000–10,000",Homemaker,Deira,Monthly,113,"Sunscreens, Face Masks, Cleansers","Brand, Dermatologist Recommendations",Wrinkles,Sometimes,Macro,YouTube,Static Image Post,Late Night,Yes,377,Very Likely,"No Visible Results, Lack of Trust",6–10,No,No,YouTube,5,Kaitlyn Beauty
25,Female,"5,000–10,000",Working Professional,Jumeirah,Monthly,222,"Cleansers, Sunscreens","Product Reviews, Friends & Family, Brand",Dark Spots,Often,Celebrity,Snapchat,Full-Length Video,Afternoon,Yes,330,Likely,"Price Too High, Too Many Promotions, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,Instagram,4,Joseph Beauty
25,Female,"10,000–20,000",Student,Dubai Marina,Monthly,111,"Face Masks, Sunscreens, Moisturizers","Product Reviews, Brand, Friends & Family",Oily Skin,Sometimes,Macro,YouTube,Static Image Post,Late Night,Yes,264,Very Likely,"No Visible Results, Price Too High",More than 20,No,Yes,Instagram,5,Michelle Beauty
25,Male,"5,000–10,000",Working Professional,Jumeirah,Monthly,94,"Cleansers, Serums, Sunscreens, Moisturizers","Dermatologist Recommendations, Packaging","Dark Spots, Uneven Tone, Dryness",Sometimes,Mega,YouTube,Short Reels,Evening,No,320,Very Unlikely,Price Too High,11–20,No,Depends on brand & value,Instagram,1,Jamie Beauty
24,Male,"5,000–10,000",Student,Other,Monthly,118,"Serums, Anti-aging Products, Face Masks","Friends & Family, Social Media Influencers, Price","Acne, Oily Skin, Dryness",Sometimes,Mega,YouTube,Short Reels,Afternoon,Yes,172,Unlikely,Not Suitable for My Skin,1–5,Yes,Yes,TikTok,2,Sandra Beauty
39,Female,"20,000–35,000",Working Professional,Deira,Weekly,226,"Serums, Sunscreens, Face Masks","Social Media Influencers, Price","Dark Spots, Uneven Tone",Sometimes,Mega,Instagram,Story,Evening,Yes,279,Unlikely,"Price Too High, Not Suitable for My Skin",6–10,Maybe,Depends on brand & value,TikTok,1,Marie Beauty
41,Non-binary,"20,000–35,000",Student,Downtown,Quarterly,90,"Cleansers, Moisturizers, Serums","Dermatologist Recommendations, Product Reviews, Packaging",Dark Spots,Often,Macro,Instagram,Short Reels,Late Night,Yes,385,Very Likely,"Too Many Promotions, Price Too High",6–10,Yes,Yes,TikTok,3,James Beauty
25,Prefer not to say,"10,000–20,000",Working Professional,Downtown,Monthly,69,"Sunscreens, Cleansers","Packaging, Price, Friends & Family",Wrinkles,Often,Macro,YouTube,Short Reels,Afternoon,No,233,Neutral,"Not Suitable for My Skin, Price Too High",1–5,Maybe,Yes,TikTok,4,Michael Beauty
23,Female,"20,000–35,000",Homemaker,Bur Dubai,Monthly,174,"Cleansers, Sunscreens, Anti-aging Products","Packaging, Brand, Product Reviews","Wrinkles, Uneven Tone, Dryness, Oily Skin",Sometimes,Micro,Facebook,Story,Afternoon,Yes,186,Likely,"No Visible Results, Price Too High, Too Many Promotions",6–10,Maybe,Depends on brand & value,YouTube,4,Jorge Beauty
33,Male,"5,000–10,000",Student,Dubai Marina,Monthly,224,"Moisturizers, Cleansers, Face Masks","Packaging, Product Reviews",Oily Skin,Rarely,Macro,Instagram,Short Reels,Late Night,No,201,Very Likely,"Not Suitable for My Skin, No Visible Results, Price Too High",None,No,Yes,YouTube,1,Angela Beauty
25,Male,"20,000–35,000",Working Professional,Bur Dubai,Quarterly,60,"Sunscreens, Cleansers","Dermatologist Recommendations, Brand, Product Reviews","Acne, Wrinkles, Oily Skin",Sometimes,Mega,Facebook,Story,Morning,No,168,Likely,Price Too High,1–5,Yes,Depends on brand & value,Instagram,5,Brianna Beauty
35,Female,"20,000–35,000",Working Professional,Jumeirah,Monthly,77,"Moisturizers, Sunscreens, Anti-aging Products, Face Masks","Brand, Dermatologist Recommendations","Uneven Tone, Wrinkles, Dryness, Dark Spots",Sometimes,Celebrity,Facebook,Short Reels,Afternoon,Yes,191,Likely,"Lack of Trust, Too Many Promotions, No Visible Results",11–20,Maybe,Depends on brand & value,YouTube,5,Kristin Beauty
31,Female,"20,000–35,000",Working Professional,Other,Monthly,65,"Sunscreens, Anti-aging Products, Face Masks","Brand, Social Media Influencers, Friends & Family","Dark Spots, Wrinkles, Dryness",Always,Celebrity,Facebook,Short Reels,Morning,No,222,Very Likely,"No Visible Results, Not Suitable for My Skin, Lack of Trust",None,Yes,Yes,Instagram,3,Suzanne Beauty
18,Male,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,92,"Anti-aging Products, Face Masks","Dermatologist Recommendations, Price, Brand","Dark Spots, Oily Skin, Uneven Tone",Sometimes,Celebrity,Instagram,Full-Length Video,Evening,Yes,144,Neutral,Too Many Promotions,11–20,Yes,No,YouTube,2,Kristen Beauty
42,Female,"Below 5,000",Working Professional,Deira,Quarterly,109,"Anti-aging Products, Face Masks","Social Media Influencers, Friends & Family","Wrinkles, Uneven Tone",Often,Micro,Instagram,Short Reels,Evening,No,251,Neutral,"Not Suitable for My Skin, Lack of Trust, No Visible Results",More than 20,Maybe,No,Instagram,3,Sherri Beauty
44,Non-binary,"10,000–20,000",Student,Downtown,Monthly,188,"Cleansers, Sunscreens, Face Masks","Price, Social Media Influencers","Uneven Tone, Oily Skin, Wrinkles",Often,Celebrity,TikTok,Full-Length Video,Late Night,No,317,Very Likely,Price Too High,None,Yes,No,YouTube,2,Jean Beauty
25,Male,"5,000–10,000",Working Professional,Other,Monthly,155,"Serums, Anti-aging Products, Cleansers","Product Reviews, Dermatologist Recommendations","Dark Spots, Uneven Tone",Always,None,TikTok,Full-Length Video,Late Night,Yes,181,Neutral,"Too Many Promotions, No Visible Results, Not Suitable for My Skin",1–5,Maybe,Yes,YouTube,2,Richard Beauty
26,Female,"5,000–10,000",Student,Dubai Marina,Quarterly,147,"Anti-aging Products, Face Masks, Moisturizers","Brand, Social Media Influencers, Product Reviews","Oily Skin, Uneven Tone, Acne, Dark Spots",Often,Macro,Facebook,Story,Afternoon,No,363,Neutral,"No Visible Results, Too Many Promotions",6–10,No,No,TikTok,4,Billy Beauty
32,Male,"5,000–10,000",Student,Dubai Marina,Weekly,93,"Moisturizers, Anti-aging Products, Face Masks","Brand, Price","Dryness, Oily Skin, Wrinkles",Sometimes,Micro,YouTube,Static Image Post,Afternoon,No,288,Very Likely,No Visible Results,1–5,No,No,YouTube,3,Matthew Beauty
